date,气压(Pa）,云量,10米风速（10m/s）,温度（K）,100m风速（100m/s）
2022/1/3 21:15,102090.8984,0,5.9365,286.4371,7.691
2022/1/3 21:30,102092.2104,0,5.9104,286.4189,7.6964
2022/1/3 21:45,102092.9543,0,5.8839,286.3978,7.6926
2022/1/3 22:00,102093.7656,0,5.8655,286.3773,7.6807
2022/1/3 22:15,102095.1516,0.0011371,5.8609,286.3614,7.6637
2022/1/3 22:30,102097.1065,0.0021313,5.8678,286.3544,7.6517
2022/1/3 22:45,102099.4964,0.0020599,5.8826,286.3612,7.6577
2022/1/3 23:00,102102.1875,0,5.9021,286.3867,7.6953
2022/1/3 23:15,102105.0169,0,5.9247,286.4325,7.774
2022/1/3 23:30,102107.7065,0,5.9501,286.4886,7.8824
2022/1/3 23:45,102109.9491,0,5.9768,286.5419,8.0024
2022/1/4 0:00,102111.4375,0,6.0011,286.579,8.1137
2022/1/4 0:15,102111.827,0.017058,6.02,286.5907,8.2008
2022/1/4 0:30,102110.6222,0.039451,6.0391,286.5819,8.2712
2022/1/4 0:45,102107.2898,0.06165,6.0665,286.5613,8.339
2022/1/4 1:00,102101.2969,0.078125,6.1112,286.5377,8.4188
2022/1/4 1:15,102092.3073,0.085182,6.1786,286.5182,8.5209
2022/1/4 1:30,102080.7735,0.086477,6.2591,286.5028,8.638
2022/1/4 1:45,102067.3452,0.087503,6.3394,286.4903,8.758
2022/1/4 2:00,102052.6719,0.09375,6.4062,286.4789,8.8691
2022/1/4 2:15,102037.5698,0.11121,6.4489,286.4675,8.9606
2022/1/4 2:30,102023.522,0.14784,6.4662,286.4554,9.0271
2022/1/4 2:45,102012.178,0.21212,6.4592,286.4422,9.0641
2022/1/4 3:00,102005.1875,0.3125,6.4288,286.4274,9.0671
2022/1/4 3:15,102003.4847,0.45156,6.3782,286.4112,9.0347
2022/1/4 3:30,102005.1425,0.60829,6.3191,286.3955,8.98
2022/1/4 3:45,102007.518,0.75579,6.2658,286.3831,8.9196
2022/1/4 4:00,102007.9688,0.86719,6.2325,286.3764,8.8705
2022/1/4 4:15,102004.8538,0.92095,6.2305,286.3773,8.8463
2022/1/4 4:30,102000.539,0.91706,6.2546,286.3853,8.8443
2022/1/4 4:45,101998.3923,0.86089,6.2941,286.3991,8.8566
2022/1/4 5:00,102001.7813,0.75781,6.3363,286.4174,8.8738
2022/1/4 5:15,102012.9739,0.61942,6.3705,286.4389,8.8875
2022/1/4 5:30,102029.8392,0.48226,6.3967,286.4624,8.8955
2022/1/4 5:45,102049.1462,0.38913,6.418,286.4869,8.8974
2022/1/4 6:00,102067.6641,0.38281,6.4371,286.5112,8.8924
2022/1/4 6:15,102082.9492,0.4892,6.4557,286.5343,8.8799
2022/1/4 6:30,102095.7069,0.6666,6.4738,286.5557,8.8601
2022/1/4 6:45,102107.4295,0.8564,6.4914,286.5749,8.8334
2022/1/4 7:00,102119.6094,1,6.508,286.5916,8.8002
2022/1/4 7:15,102133.2715,1,6.5227,286.6058,8.7602
2022/1/4 7:30,102147.5706,1,6.5332,286.619,8.7105
2022/1/4 7:45,102161.1937,0.99156,6.5366,286.633,8.6475
2022/1/4 8:00,102172.8281,0.94531,6.5297,286.6496,8.5669
2022/1/4 8:15,102181.6113,0.92862,6.5118,286.671,8.4678
2022/1/4 8:30,102188.4825,0.93677,6.4914,286.7002,8.361
2022/1/4 8:45,102194.8312,0.95701,6.4788,286.7405,8.2611
2022/1/4 9:00,102202.0469,0.97656,6.484,286.7952,8.182
2022/1/4 9:15,102210.7745,0.98566,6.5116,286.8661,8.1325
2022/1/4 9:30,102218.6801,0.98652,6.5484,286.9486,8.1007
2022/1/4 9:45,102222.6851,0.98435,6.5766,287.0369,8.0698
2022/1/4 10:00,102219.7109,0.98438,6.5795,287.1249,8.0233
2022/1/4 10:15,102207.6819,0.98995,6.5469,287.208,7.9515
2022/1/4 10:30,102188.5343,0.99703,6.4947,287.2864,7.8709
2022/1/4 10:45,102165.2075,0.99974,6.446,287.3618,7.8057
2022/1/4 11:00,102140.6406,0.99219,6.4247,287.4357,7.7814
2022/1/4 11:15,102117.0683,0.96959,6.4494,287.5088,7.818
2022/1/4 11:30,102093.9062,0.9316,6.5123,287.5778,7.9054
2022/1/4 11:45,102069.8652,0.87898,6.5951,287.6386,8.0225
2022/1/4 12:00,102043.6563,0.8125,6.6757,287.6868,8.1436
2022/1/4 12:15,102014.5579,0.73314,6.7347,287.7193,8.2457
2022/1/4 12:30,101984.1192,0.64279,6.7741,287.7373,8.327
2022/1/4 12:45,101954.4568,0.54354,6.8033,287.7432,8.3926
2022/1/4 13:00,101927.6875,0.4375,6.8325,287.7391,8.4487
2022/1/4 13:15,101905.4967,0.32965,6.8701,287.7273,8.501
2022/1/4 13:30,101887.8455,0.2365,6.913,287.7096,8.5514
2022/1/4 13:45,101874.2638,0.17745,6.9556,287.688,8.6011
2022/1/4 14:00,101864.2813,0.17188,6.9923,287.6641,8.6516
2022/1/4 14:15,101857.3072,0.23219,7.0181,287.6396,8.7033
2022/1/4 14:30,101852.2682,0.34284,7.0295,287.6159,8.7519
2022/1/4 14:45,101847.9701,0.48129,7.0232,287.5941,8.792
2022/1/4 15:00,101843.2188,0.625,6.9961,287.5753,8.8177
2022/1/4 15:15,101837.3009,0.75453,6.9471,287.5602,8.8249
2022/1/4 15:30,101831.4264,0.86283,6.8846,287.5476,8.8155
2022/1/4 15:45,101827.286,0.94597,6.8194,287.5359,8.7931
2022/1/4 16:00,101826.5703,1,6.7621,287.5235,8.7613
2022/1/4 16:15,101830.3541,1,6.7208,287.5092,8.727
2022/1/4 16:30,101837.2479,1,6.6929,287.4934,8.7109
2022/1/4 16:45,101845.2463,1,6.6733,287.4772,8.7368
2022/1/4 17:00,101852.3438,1,6.6566,287.4616,8.8287
2022/1/4 17:15,101857.1761,0.99374,6.6375,287.4474,8.9982
2022/1/4 17:30,101860.9442,0.99352,6.6117,287.4352,9.2064
2022/1/4 17:45,101865.4902,0.99655,6.5752,287.4254,9.4008
2022/1/4 18:00,101872.6563,1,6.5249,287.4185,9.5295
2022/1/4 18:15,101883.6522,1,6.4612,287.415,9.5564
2022/1/4 18:30,101897.1597,1,6.3964,287.4159,9.5052
2022/1/4 18:45,101911.2279,1,6.344,287.422,9.414
2022/1/4 19:00,101923.9063,1,6.3163,287.4344,9.3185
2022/1/4 19:15,101933.6046,0.99958,6.3187,287.4533,9.2438
2022/1/4 19:30,101940.1748,0.99959,6.3356,287.4753,9.1828
2022/1/4 19:45,101943.8296,0.99981,6.3467,287.4966,9.1208
2022/1/4 20:00,101944.7813,1,6.3321,287.513,9.0425
2022/1/4 20:15,101943.3948,1,6.2776,287.5218,8.9353
2022/1/4 20:30,101940.6449,0.99991,6.1923,287.5252,8.7953
2022/1/4 20:45,101937.6584,0.99986,6.0911,287.527,8.6219
2022/1/4 21:00,101935.5625,1,5.989,287.5305,8.4155
2022/1/4 21:15,101935.0928,1,5.8978,287.5381,8.1796
2022/1/4 21:30,101935.4195,1,5.8153,287.5465,7.9288
2022/1/4 21:45,101935.3217,1,5.7367,287.5513,7.6805
2022/1/4 22:00,101933.5781,1,5.6586,287.548,7.4523
2022/1/4 22:15,101929.1301,0.99845,5.5842,287.5335,7.2643
2022/1/4 22:30,101921.5677,0.99708,5.5363,287.5109,7.1442
2022/1/4 22:45,101910.6433,0.99717,5.5386,287.4851,7.1186
2022/1/4 23:00,101896.1094,1,5.6106,287.4605,7.2106
2022/1/4 23:15,101878.0451,1,5.7578,287.4408,7.4261
2022/1/4 23:30,101857.8371,1,5.9401,287.4249,7.7096
2022/1/4 23:45,101837.1989,1,6.1074,287.4105,7.9923
2022/1/5 0:00,101817.8438,1,6.2096,287.3954,8.2063
2022/1/5 0:15,101800.9947,0.97641,6.2118,287.3786,8.3028
2022/1/5 0:30,101785.912,0.94457,6.1405,287.3634,8.3091
2022/1/5 0:45,101771.3655,0.91115,6.0358,287.3541,8.2707
2022/1/5 1:00,101756.125,0.88281,5.936,287.3552,8.2325
2022/1/5 1:15,101739.2019,0.86513,5.8678,287.3689,8.2285
2022/1/5 1:30,101720.5736,0.85922,5.8182,287.3877,8.2494
2022/1/5 1:45,101700.4593,0.86511,5.765,287.4022,8.2752
2022/1/5 2:00,101679.0781,0.88281,5.6854,287.4026,8.2857
2022/1/5 2:15,101656.8197,0.91122,5.5644,287.382,8.2647
2022/1/5 2:30,101634.7565,0.94471,5.4136,287.3443,8.209
2022/1/5 2:45,101614.1314,0.97655,5.2509,287.2959,8.1182
2022/1/5 3:00,101596.1875,1,5.0922,287.2433,7.991
2022/1/5 3:15,101581.7961,1,4.9478,287.1932,7.8297
2022/1/5 3:30,101570.3427,1,4.8163,287.1528,7.6583
2022/1/5 3:45,101560.8409,1,4.6918,287.1295,7.5034
2022/1/5 4:00,101552.3047,1,4.5675,287.1308,7.3896
2022/1/5 4:15,101544.1084,0.99825,4.4368,287.1603,7.3305
2022/1/5 4:30,101537.0691,0.9991,4.2939,287.207,7.299
2022/1/5 4:45,101532.3643,1,4.1341,287.2559,7.2585
2022/1/5 5:00,101531.1719,1,3.9522,287.2923,7.1714
2022/1/5 5:15,101534.2522,0.99672,3.7494,287.3055,7.0124
2022/1/5 5:30,101540.6975,0.99321,3.5553,287.301,6.8112
2022/1/5 5:45,101549.1827,0.9931,3.4069,287.2885,6.6122
2022/1/5 6:00,101558.3828,1,3.3405,287.2778,6.4598
2022/1/5 6:15,101567.2684,1,3.3775,287.2764,6.3872
2022/1/5 6:30,101575.9925,1,3.4808,287.2828,6.3815
2022/1/5 6:45,101585.0035,1,3.5987,287.2932,6.4179
2022/1/5 7:00,101594.75,0.95313,3.6794,287.3041,6.4719
2022/1/5 7:15,101605.3653,0.84956,3.6843,287.314,6.5212
2022/1/5 7:30,101615.7222,0.71491,3.6269,287.3315,6.5526
2022/1/5 7:45,101624.3781,0.57438,3.5329,287.3675,6.555
2022/1/5 8:00,101629.8906,0.45313,3.4287,287.4327,6.5174
2022/1/5 8:15,101631.4274,0.36986,3.3404,287.5347,6.433
2022/1/5 8:30,101630.5963,0.31738,3.2863,287.6666,6.3117
2022/1/5 8:45,101629.6155,0.28199,3.2807,287.8181,6.167
2022/1/5 9:00,101630.7031,0.25,3.3323,287.9792,6.0122
2022/1/5 9:15,101635.1931,0.21201,3.4349,288.1396,5.8543
2022/1/5 9:30,101640.8828,0.17573,3.5447,288.2908,5.6798
2022/1/5 9:45,101644.6859,0.15315,3.6125,288.424,5.4711
2022/1/5 10:00,101643.5156,0.15625,3.5928,288.5308,5.2119
2022/1/5 10:15,101635.052,0.1914,3.4658,288.606,4.9016
2022/1/5 10:30,101620.0413,0.2424,3.2953,288.6589,4.5927
2022/1/5 10:45,101599.9962,0.28744,3.161,288.7018,4.347
2022/1/5 11:00,101576.4297,0.30469,3.1295,288.7475,4.2194
2022/1/5 11:15,101550.8259,0.28033,3.2258,288.8041,4.2316
2022/1/5 11:30,101524.5546,0.23259,3.3719,288.862,4.3052
2022/1/5 11:45,101498.9572,0.1877,3.475,288.9071,4.3425
2022/1/5 12:00,101475.375,0.17188,3.4495,288.9257,4.2488
2022/1/5 12:15,101454.6645,0.20461,3.2549,288.908,3.9725
2022/1/5 12:30,101435.7432,0.27839,3.0025,288.8623,3.6254
2022/1/5 12:45,101417.0441,0.379,2.8407,288.8013,3.3684
2022/1/5 13:00,101397,0.49219,2.8954,288.7379,3.3689
2022/1/5 13:15,101374.5648,0.6051,3.2119,288.6812,3.7276
2022/1/5 13:30,101350.7763,0.71047,3.6783,288.6276,4.3204
2022/1/5 13:45,101327.1934,0.8024,4.1679,288.57,4.9767
2022/1/5 14:00,101305.375,0.875,4.5657,288.5012,5.5406
2022/1/5 14:15,101286.8946,0.9243,4.7864,288.4174,5.9046
2022/1/5 14:30,101273.3849,0.95395,4.8314,288.3273,6.0838
2022/1/5 14:45,101266.4933,0.96952,4.7117,288.2428,6.0979
2022/1/5 15:00,101267.8672,0.97656,4.426,288.1758,5.9393
2022/1/5 15:15,101278.3356,0.97993,3.9833,288.1347,5.6014
2022/1/5 15:30,101295.4537,0.98155,3.4588,288.1131,5.1447
2022/1/5 15:45,101315.9582,0.98263,2.9441,288.1013,4.6547
2022/1/5 16:00,101336.5859,0.98438,2.5149,288.0894,4.2126
2022/1/5 16:15,101354.7424,0.98765,2.2111,288.0696,3.878
2022/1/5 16:30,101370.5085,0.99193,2.018,288.0421,3.6477
2022/1/5 16:45,101384.6335,0.99634,1.9115,288.0093,3.4932
2022/1/5 17:00,101397.8672,1,1.8656,287.9735,3.3741
2022/1/5 17:15,101410.8703,1,1.8955,287.937,3.2746
2022/1/5 17:30,101423.949,1,2.0417,287.9023,3.2274
2022/1/5 17:45,101437.3208,1,2.2664,287.8719,3.239
2022/1/5 18:00,101451.2031,1,2.4506,287.8481,3.248
2022/1/5 18:15,101465.6736,0.99693,2.4832,287.833,3.1686
2022/1/5 18:30,101480.2502,0.99458,2.3973,287.8253,3.0158
2022/1/5 18:45,101494.3111,0.99494,2.2744,287.8234,2.8527
2022/1/5 19:00,101507.2344,1,2.2015,287.8256,2.7536
2022/1/5 19:15,101518.6073,1,2.2436,287.8299,2.7787
2022/1/5 19:30,101528.8538,1,2.3723,287.8342,2.9087
2022/1/5 19:45,101538.607,1,2.5374,287.8358,3.104
2022/1/5 20:00,101548.5,0.99219,2.69,287.8323,3.3253
2022/1/5 20:15,101559.0193,0.94578,2.7939,287.8222,3.5446
2022/1/5 20:30,101570.0642,0.89017,2.8556,287.8078,3.764
2022/1/5 20:45,101581.3876,0.84454,2.8875,287.7925,3.9732
2022/1/5 21:00,101592.7422,0.82813,2.9032,287.7796,4.1551
2022/1/5 21:15,101603.8724,0.85327,2.9263,287.7721,4.3081
2022/1/5 21:30,101614.4899,0.9049,2.9739,287.7724,4.4427
2022/1/5 21:45,101624.298,0.96112,3.0412,287.7825,4.5528
2022/1/5 22:00,101633,1,3.094,287.8043,4.5985
2022/1/5 22:15,101640.5326,1,3.0912,287.8372,4.5367
2022/1/5 22:30,101647.766,0.98924,3.05,287.8702,4.4182
2022/1/5 22:45,101655.804,0.96612,3.011,287.8895,4.3286
2022/1/5 23:00,101665.75,0.95313,3.0206,287.8812,4.3595
2022/1/5 23:15,101678.2384,0.96152,3.1163,287.838,4.5769
2022/1/5 23:30,101692.0259,0.98188,3.2879,287.7778,4.9352
2022/1/5 23:45,101705.4001,0.99958,3.5131,287.7246,5.3621
2022/1/6 0:00,101716.6484,1,3.7732,287.7029,5.7905
2022/1/6 0:15,101724.4743,0.97381,4.061,287.7285,6.1745
2022/1/6 0:30,101729.2454,0.93284,4.3707,287.7851,6.5145
2022/1/6 0:45,101731.7454,0.8942,4.6785,287.8483,6.804
2022/1/6 1:00,101732.7578,0.875,4.9428,287.8935,7.0173
2022/1/6 1:15,101732.9209,0.88712,5.1282,287.9029,7.1358
2022/1/6 1:30,101732.2911,0.92151,5.2648,287.8852,7.2097
2022/1/6 1:45,101730.7795,0.96389,5.4052,287.8561,7.314
2022/1/6 2:00,101728.2969,1,5.6049,287.8311,7.5261
2022/1/6 2:15,101724.9968,1,5.9031,287.8213,7.8979
2022/1/6 2:30,101722.0021,1,6.273,287.8217,8.3856
2022/1/6 2:45,101720.6782,1,6.6699,287.8228,8.9201
2022/1/6 3:00,101722.3906,0.99219,7.048,287.8152,9.4308
2022/1/6 3:15,101728.0736,0.9675,7.3689,287.7914,9.8582
2022/1/6 3:30,101736.9378,0.92994,7.6265,287.7525,10.1864
2022/1/6 3:45,101747.7628,0.87077,7.823,287.7015,10.4113
2022/1/6 4:00,101759.3281,0.78125,7.9613,287.6413,10.5293
2022/1/6 4:15,101770.9275,0.6574,8.0524,287.5741,10.5513
2022/1/6 4:30,101783.9107,0.51433,8.1401,287.498,10.544
2022/1/6 4:45,101800.1417,0.37191,8.2767,287.4103,10.5889
2022/1/6 5:00,101821.4844,0.25,8.5148,287.3082,10.7679
2022/1/6 5:15,101849.0521,0.16632,8.8877,287.1906,11.136
2022/1/6 5:30,101880.9564,0.12992,9.3468,287.0632,11.6372
2022/1/6 5:45,101914.5583,0.1477,9.8212,286.9335,12.1848
2022/1/6 6:00,101947.2188,0.22656,10.2389,286.8088,12.6913
2022/1/6 6:15,101976.9239,0.36629,10.5466,286.6949,13.0871
2022/1/6 6:30,102004.1601,0.53826,10.7632,286.5915,13.3728
2022/1/6 6:45,102030.0389,0.70672,10.9252,286.4966,13.5653
2022/1/6 7:00,102055.6719,0.83594,11.0665,286.4085,13.6792
2022/1/6 7:15,102081.9353,0.90037,11.2113,286.3254,13.7255
2022/1/6 7:30,102108.7645,0.91528,11.353,286.2465,13.7147
2022/1/6 7:45,102135.86,0.90615,11.4786,286.1712,13.6582
2022/1/6 8:00,102162.9219,0.89844,11.5757,286.099,13.5682
2022/1/6 8:15,102189.7373,0.9115,11.6342,286.0292,13.4578
2022/1/6 8:30,102216.4409,0.94026,11.6487,285.9615,13.3394
2022/1/6 8:45,102243.2541,0.97349,11.6147,285.8957,13.2246
2022/1/6 9:00,102270.3984,1,11.5267,285.8314,13.1238
2022/1/6 9:15,102297.5446,1,11.3886,285.7692,13.0477
2022/1/6 9:30,102322.1603,1,11.2439,285.7124,13.0097
2022/1/6 9:45,102341.1627,1,11.1467,285.6654,13.0245
2022/1/6 10:00,102351.4688,1,11.1512,285.6325,13.1074
2022/1/6 10:15,102350.9523,0.99962,11.2913,285.6157,13.2649
2022/1/6 10:30,102341.3135,1,11.5178,285.6085,13.468
2022/1/6 10:45,102325.2094,1,11.7608,285.6019,13.6789
2022/1/6 11:00,102305.2969,0.99219,11.9504,285.5872,13.8601
2022/1/6 11:15,102283.7357,0.97331,12.0368,285.5585,13.9833
2022/1/6 11:30,102260.6962,0.94549,12.0479,285.5222,14.0559
2022/1/6 11:45,102235.8516,0.91172,12.0306,285.4875,14.0932
2022/1/6 12:00,102208.875,0.875,12.0305,285.4636,14.109
2022/1/6 12:15,102179.8219,0.83734,12.0762,285.4582,14.1125
2022/1/6 12:30,102150.2769,0.7968,12.1318,285.4719,14.0959
2022/1/6 12:45,102122.2067,0.75044,12.1457,285.5038,14.0479
2022/1/6 13:00,102097.5781,0.69531,12.0665,285.5529,13.9578
2022/1/6 13:15,102077.9617,0.62994,11.8653,285.6168,13.8238
2022/1/6 13:30,102063.3427,0.5587,11.6019,285.6871,13.6806
2022/1/6 13:45,102053.3102,0.4874,11.3583,285.754,13.572
2022/1/6 14:00,102047.4531,0.42188,11.2168,285.8076,13.5422
2022/1/6 14:15,102045.2639,0.36688,11.2371,285.8401,13.6225
2022/1/6 14:30,102045.8483,0.32289,11.3882,285.8513,13.7935
2022/1/6 14:45,102048.2156,0.28933,11.6159,285.8432,14.0229
2022/1/6 15:00,102051.375,0.26563,11.8665,285.8176,14.279
2022/1/6 15:15,102054.5325,0.25106,12.0936,285.7778,14.5339
2022/1/6 15:30,102057.6812,0.24447,12.2813,285.7326,14.7732
2022/1/6 15:45,102061.0107,0.24455,12.4197,285.6922,14.9846
2022/1/6 16:00,102064.7109,0.25,12.4984,285.6667,15.154
2022/1/6 16:15,102069.066,0.25973,12.5131,285.6626,15.2707
2022/1/6 16:30,102074.7376,0.27345,12.4878,285.6716,15.3427
2022/1/6 16:45,102082.4819,0.29107,12.4539,285.6816,15.3826
2022/1/6 17:00,102093.0547,0.3125,12.4428,285.6806,15.4032
2022/1/6 17:15,102107.0344,0.33696,12.4755,285.66,15.4148
2022/1/6 17:30,102124.2882,0.36094,12.5318,285.6249,15.4153
2022/1/6 17:45,102144.5053,0.38023,12.5814,285.5838,15.4002
2022/1/6 18:00,102167.375,0.39063,12.5941,285.5454,15.3652
2022/1/6 18:15,102192.3305,0.38949,12.5499,285.5155,15.3084
2022/1/6 18:30,102217.7796,0.38045,12.4689,285.4894,15.2381
2022/1/6 18:45,102241.8741,0.36868,12.3814,285.4594,15.1653
2022/1/6 19:00,102262.7656,0.35938,12.3174,285.418,15.1004
2022/1/6 19:15,102279.2025,0.3563,12.2988,285.3606,15.0517
2022/1/6 19:30,102292.3191,0.35751,12.3137,285.2932,15.0168
2022/1/6 19:45,102303.8465,0.35966,12.3422,285.2246,14.991
2022/1/6 20:00,102315.5156,0.35938,12.3644,285.1638,14.97
2022/1/6 20:15,102328.5467,0.35415,12.3642,285.1169,14.9481
2022/1/6 20:30,102342.1169,0.34479,12.3397,285.0793,14.9153
2022/1/6 20:45,102354.8922,0.33296,12.2916,285.0438,14.8589
2022/1/6 21:00,102365.5391,0.32031,12.2192,285.0029,14.7654
2022/1/6 21:15,102372.9542,0.30756,12.1253,284.952,14.6286
2022/1/6 21:30,102376.9566,0.29166,12.0278,284.8966,14.4763
2022/1/6 21:45,102377.5959,0.26859,11.9491,284.8448,14.3447
2022/1/6 22:00,102374.9219,0.23438,11.9119,284.8047,14.271
2022/1/6 22:15,102369.4424,0.18867,11.9277,284.7808,14.2752
2022/1/6 22:30,102363.4992,0.14582,11.9611,284.7619,14.3095
2022/1/6 22:45,102359.8924,0.1238,11.9662,284.7335,14.31
2022/1/6 23:00,102361.4219,0.14063,11.8997,284.6807,14.2159
2022/1/6 23:15,102369.8766,0.20667,11.7365,284.5946,13.9909
2022/1/6 23:30,102383.0006,0.30184,11.5069,284.4888,13.6761
2022/1/6 23:45,102397.5266,0.39843,11.2457,284.3825,13.321
2022/1/7 0:00,102410.1875,0.46875,10.9758,284.2952,12.9615
2022/1/7 0:15,102418.3533,0.49419,10.7124,284.2402,12.6217
2022/1/7 0:30,102421.9436,0.49254,10.4672,284.2079,12.3137
2022/1/7 0:45,102421.5153,0.49072,10.2544,284.1825,12.0502
