date,Temperature (C),Apparent Temperature (C),Humidity,Visibility (km),Pressure (millibars),Wind Speed (km/h)
2006/1/2 8:00,5.927777778,1.711111111,0.77,11.1251,1007.94,25.1482
2006/1/2 9:00,6.944444444,2.872222222,0.73,11.2056,1008.07,26.8226
2006/1/2 10:00,6.944444444,3.244444444,0.73,11.4471,1008.34,22.8137
2006/1/2 11:00,7.505555556,3.85,0.73,11.27,1008.18,23.8924
2006/1/2 12:00,6.994444444,4.494444444,0.8,11.27,1008.37,13.1859
2006/1/2 13:00,7.044444444,7.044444444,0.86,8.7101,1009.09,2.415
2006/1/2 14:00,7.016666667,5.116666667,0.86,7.0357,1009.12,9.821
2006/1/2 15:00,7.016666667,4.916666667,0.87,6.0697,1009.52,10.8836
2006/1/2 16:00,6.538888889,4.1,0.9,5.2164,1010.07,12.2199
2006/1/2 17:00,5.933333333,3.1,0.93,4.4919,1010.63,13.7655
2006/1/2 18:00,4.866666667,2.083333333,0.93,4.4919,1011.03,12.1555
2006/1/2 19:00,3.944444444,0.222222222,0.99,4.9105,1011.97,16.5669
2006/1/2 20:00,2.855555556,-1.644444444,0.96,4.025,1012.58,20.1733
2006/1/2 21:00,2.805555556,-1.3,0.92,3.9767,1013.56,17.2914
2006/1/2 22:00,2.311111111,-2.227777778,0.92,5.2486,1014.65,19.4327
2006/1/2 23:00,1.694444444,-2.683333333,0.92,4.4436,1015.27,17.2592
2006/1/3 0:00,1.694444444,-3.116666667,0.92,4.4919,1015.66,20.2216
2006/1/3 1:00,1.733333333,0.355555556,0.95,8.05,1023.21,5.0876
2006/1/3 2:00,1.666666667,-2.672222222,0.92,4.4919,1016.57,16.9855
2006/1/3 3:00,1.666666667,-2.666666667,0.92,4.4919,1017.17,16.9533
2006/1/3 4:00,1.716666667,-1.583333333,0.92,5.2647,1017.59,11.4632
2006/1/3 5:00,2.2,-1.188888889,0.86,4.9105,1017.88,12.3487
2006/1/3 6:00,2.2,-0.905555556,0.86,4.9105,1018.19,11.0124
2006/1/3 7:00,2.205555556,-0.261111111,0.87,8.1466,1018.79,8.4364
2006/1/3 8:00,2.2,0.911111111,0.92,10.8997,1019.47,5.0393
2006/1/3 9:00,2.222222222,-0.138888889,0.86,10.948,1020.08,8.0983
2006/1/3 10:00,2.788888889,0.644444444,0.84,11.2056,1020.6,7.6958
2006/1/3 11:00,2.777777778,1.555555556,0.89,11.1251,1020.8,5.0554
2006/1/3 12:00,2.85,0.333333333,0.89,11.1251,1020.8,9.0643
2006/1/3 13:00,2.9,0.922222222,0.89,11.3183,1020.98,7.2128
2006/1/3 14:00,2.85,0.222222222,0.89,11.1251,1021.22,9.5151
2006/1/3 15:00,2.827777778,0.683333333,0.89,10.948,1021.9,7.7119
2006/1/3 16:00,2.844444444,0.377777778,0.89,10.8031,1022.48,8.8872
2006/1/3 17:00,2.777777778,0.155555556,0.89,10.8997,1022.73,9.4507
2006/1/3 18:00,2.244444444,2.244444444,0.92,10.8997,1023.12,3.0268
2006/1/3 19:00,2.355555556,2.355555556,0.92,10.6743,1023.53,1.7388
2006/1/3 20:00,2.244444444,2.244444444,0.92,10.7709,1023.73,2.6887
2006/1/3 21:00,2.244444444,2.244444444,0.92,9.5795,1024.05,4.7656
2006/1/3 22:00,2.255555556,2.255555556,0.92,9.6278,1024.33,3.2361
2006/1/3 23:00,2.2,0.4,0.89,9.5795,1024.44,6.3273
2006/1/4 0:00,2.2,2.2,0.89,9.5795,1024.44,3.6386
2006/1/4 1:00,1.7,-2.738888889,0.92,9.9015,1022.83,17.6617
2006/1/4 2:00,1.716666667,-0.15,0.96,5.8604,1024.64,6.2951
2006/1/4 3:00,1.716666667,1.716666667,0.96,5.8604,1024.93,3.22
2006/1/4 4:00,1.716666667,1.716666667,0.95,6.4883,1024.98,3.3649
2006/1/4 5:00,2.2,2.2,0.92,4.8139,1024.66,2.9141
2006/1/4 6:00,2.2,-0.061111111,0.92,4.8139,1024.56,7.7441
2006/1/4 7:00,2.138888889,2.138888889,0.92,5.1842,1024.64,3.1878
2006/1/4 8:00,2.177777778,2.177777778,0.92,3.8801,1025.22,3.381
2006/1/4 9:00,2.2,-0.372222222,0.92,4.83,1025.28,8.855
2006/1/4 10:00,2.266666667,-0.761111111,0.86,8.1788,1025.82,10.7226
2006/1/4 11:00,2.25,-1.1,0.92,11.1251,0,12.2038
2006/1/4 12:00,2.777777778,-1.111111111,0.89,11.1251,1025.36,15.8263
2006/1/4 13:00,2.283333333,-1.627777778,0.86,10.948,1024.63,15.2789
2006/1/4 14:00,2.316666667,-0.877777778,0.84,8.05,1024.54,11.5276
2006/1/4 15:00,2.8,-1.105555556,0.89,8.05,1024.44,16.0034
2006/1/4 16:00,2.811111111,-1.005555556,0.89,7.9856,1024.32,15.4238
2006/1/4 17:00,2.755555556,-1.355555556,0.89,11.1251,1024.68,17.2431
2006/1/4 18:00,2.755555556,-1.383333333,0.89,11.1251,1024.39,17.4363
2006/1/4 19:00,2.738888889,-1.316666667,0.89,10.5938,1024.32,16.8406
2006/1/4 20:00,2.733333333,-1.405555556,0.89,11.1251,1024.21,17.3719
2006/1/4 21:00,2.222222222,-2.072222222,0.92,9.8532,1023.99,17.5651
2006/1/4 22:00,2.233333333,-1.944444444,0.9,9.8371,1023.65,16.8245
2006/1/4 23:00,1.666666667,-2.738888889,0.92,9.8049,1023.31,17.388
2006/1/5 0:00,1.666666667,-2.738888889,0.92,9.9015,1023.1,17.388
2006/1/5 1:00,2.633333333,2.633333333,0.96,2.4794,1020.86,2.6887
2006/1/5 2:00,1.688888889,-3.161111111,0.92,6.1985,1022.27,20.5275
2006/1/5 3:00,1.161111111,-2.222222222,0.95,4.2021,1022.13,11.3022
2006/1/5 4:00,1.216666667,-2.083333333,0.96,4.0572,1021.8,10.9802
2006/1/5 5:00,1.161111111,-2.533333333,0.99,4.2021,1021.37,12.7351
2006/1/5 6:00,1.161111111,-2.183333333,0.99,3.6064,1021.26,11.1251
2006/1/5 7:00,2.138888889,-0.572222222,0.93,2.8819,1021.5,9.3219
2006/1/5 8:00,2.177777778,-0.961111111,0.92,2.6887,1021.36,11.1412
2006/1/5 9:00,2.222222222,-1.266666667,0.99,3.2844,1021.47,12.8961
2006/1/5 10:00,2.694444444,-0.477777778,0.96,3.6064,1021.78,11.7691
2006/1/5 11:00,2.755555556,-0.572222222,0.96,4.2021,1021.28,12.6546
2006/1/5 12:00,3.844444444,1.772222222,0.92,4.669,1020.77,8.0822
2006/1/5 13:00,3.833333333,2.65,0.93,5.8765,1020.54,5.313
2006/1/5 14:00,3.866666667,1.427777778,0.99,6.1985,1020.26,9.5312
2006/1/5 15:00,3.866666667,1.4,0.92,6.1985,1020.27,9.66
2006/1/5 16:00,3.883333333,1.955555556,0.93,4.8461,1020.33,7.5992
2006/1/5 17:00,3.866666667,1.805555556,0.92,6.1985,1020.25,8.05
2006/1/5 18:00,3.938888889,1.922222222,0.92,6.1985,0,7.9373
2006/1/5 19:00,3.838888889,2,0.93,5.7477,1020.55,7.245
2006/1/5 20:00,2.827777778,0.566666667,1,4.2021,0,8.1305
2006/1/5 21:00,3.288888889,3.288888889,0.96,4.2021,1019.96,3.3488
2006/1/5 22:00,2.727777778,2.727777778,0.93,3.2361,1020.26,3.3166
2006/1/5 23:00,2.294444444,0.777777778,0.96,2.2057,1020.35,5.6189
2006/1/6 0:00,1.805555556,1.805555556,0.99,2.2057,1020.35,4.8139
2006/1/6 1:00,2.272222222,0.622222222,0.96,0.483,1025.32,5.957
2006/1/6 2:00,2.827777778,2.827777778,0.96,1.7549,1020.53,2.7048
2006/1/6 3:00,2.827777778,2.827777778,0.96,1.7549,1020.65,2.4311
2006/1/6 4:00,2.772222222,2.772222222,0.96,2.0769,1020.63,2.576
2006/1/6 5:00,2.755555556,2.755555556,0.96,2.737,1020.72,0.5152
2006/1/6 6:00,2.755555556,2.755555556,0.96,2.737,1021.03,2.5921
2006/1/6 7:00,2.761111111,2.761111111,0.96,2.1574,1021.53,3.0268
2006/1/6 8:00,2.733333333,0.372222222,0.96,2.5921,1021.83,8.4203
2006/1/6 9:00,2.733333333,0.827777778,0.96,3.22,1022.43,6.8908
2006/1/6 10:00,2.7,0.794444444,0.95,4.347,1023.22,6.8747
2006/1/6 11:00,2.272222222,-0.327777778,0.92,5.9731,1023.62,8.9838
2006/1/6 12:00,2.272222222,2.272222222,0.92,5.9731,1023.71,4.347
2006/1/6 13:00,2.316666667,2.316666667,0.93,7.6475,1023.88,3.059
2006/1/6 14:00,2.805555556,1.672222222,0.89,7.8729,1024.21,4.8622
2006/1/6 15:00,2.755555556,0.194444444,0.9,6.0214,1024.24,9.177
2006/1/6 16:00,2.305555556,0.011111111,0.93,6.0858,1024.36,7.9212
2006/1/6 17:00,2.222222222,-0.033333333,0.92,5.8604,1024.45,7.7441
2006/1/6 18:00,2.222222222,-0.505555556,1,5.8604,1025.04,9.4507
2006/1/6 19:00,2.255555556,-0.333333333,0.93,6.4722,1025.48,8.9516
2006/1/6 20:00,2.222222222,-0.144444444,1,5.8604,1025.57,8.1305
2006/1/6 21:00,2.222222222,0.377777778,0.96,5.8604,1025.96,6.4722
2006/1/6 22:00,2.733333333,0.983333333,0.93,6.118,1026.47,6.4239
2006/1/6 23:00,2.733333333,2.733333333,0.92,5.8926,1026.45,3.6547
2006/1/7 0:00,2.733333333,1.016666667,0.96,5.8926,1026.17,6.3434
2006/1/7 1:00,0.294444444,-1.272222222,0.96,5.5706,1032.36,5.0715
2006/1/7 2:00,1.644444444,1.644444444,1,0.2415,1026.86,3.5742
2006/1/7 3:00,0.527777778,-2.238888889,1,0.2898,1027.15,8.4525
2006/1/7 4:00,1.177777778,1.177777778,0.99,1.0143,1027.05,3.0268
2006/1/7 5:00,1.083333333,1.083333333,0.92,0.2898,1027.15,4.0089
2006/1/7 6:00,1.083333333,1.083333333,0.92,0.4508,1027.44,3.6225
2006/1/7 7:00,1.05,-1.188888889,0.99,0.9177,1028.11,7.084
2006/1/7 8:00,2.127777778,0.077777778,0.92,0.3864,1028.56,7.0357
2006/1/7 9:00,1.155555556,-2.266666667,0.99,4.2021,1029.03,11.4632
2006/1/7 10:00,1.188888889,-2.166666667,0.99,4.4275,1029.68,11.2217
2006/1/7 11:00,2.222222222,-0.638888889,0.92,3.8962,1029.91,9.982
2006/1/7 12:00,2.244444444,-0.705555556,0.86,3.8962,1029.79,10.3684
2006/1/7 13:00,2.227777778,-0.7,0.92,5.2325,1029.77,10.2879
2006/1/7 14:00,2.266666667,-1.105555556,0.85,7.1323,1029.92,12.3326
2006/1/7 15:00,1.711111111,-0.088888889,0.89,8.05,1030.43,6.118
2006/1/7 16:00,1.238888889,-1.561111111,0.86,7.728,1031.03,9.016
2006/1/7 17:00,0.088888889,-1.583333333,0.92,7.9051,1031.22,5.2325
2006/1/7 18:00,0.116666667,-1.666666667,0.92,2.0769,1031.82,5.4901
2006/1/7 19:00,-0.727777778,-2.438888889,0.92,8.2271,1032.25,5.0876
2006/1/7 20:00,-1.016666667,-2.783333333,0.99,6.0697,1032.54,5.1198
2006/1/7 21:00,-0.533333333,-0.533333333,0.92,7.9051,1032.84,3.5903
2006/1/7 22:00,-0.033333333,-0.033333333,0.93,8.2271,1033.26,3.6064
2006/1/7 23:00,-0.044444444,-0.044444444,0.92,7.8729,1033.55,3.6547
2006/1/8 0:00,-0.044444444,-0.044444444,0.96,8.05,1033.65,3.703
2006/1/8 1:00,-4.094444444,-6.794444444,0.96,6.6976,1035.67,6.1824
2006/1/8 2:00,-0.65,-3.061111111,0.96,5.2164,1033.86,6.7781
2006/1/8 3:00,-1.161111111,-3.605555556,0.96,4.2987,1033.96,6.6654
2006/1/8 4:00,-1.95,-4.133333333,0.96,4.6851,1034.14,5.7477
2006/1/8 5:00,-2.861111111,-2.861111111,0.96,3.2844,1033.95,3.8318
2006/1/8 6:00,-2.811111111,-2.811111111,0.92,3.2844,1034.14,2.576
2006/1/8 7:00,-3.477777778,-3.477777778,0.93,5.0393,1034.85,2.3184
2006/1/8 8:00,-3.755555556,-3.755555556,0.99,4.669,1035.34,3.7674
2006/1/8 9:00,-1.161111111,-1.161111111,0.92,6.2951,1035.83,1.8193
2006/1/8 10:00,0.044444444,-1.466666667,0.85,11.0285,1036.19,4.8944
2006/1/8 11:00,2.083333333,2.083333333,0.73,9.982,1036.24,0.6118
2006/1/8 12:00,2.683333333,2.683333333,0.76,11.2056,1035.84,1.2397
2006/1/8 13:00,2.305555556,0.027777778,0.78,11.0285,1035.6,7.8729
2006/1/8 14:00,2.288888889,-0.072222222,0.72,11.2056,1035.34,8.1466
2006/1/8 15:00,2.238888889,-0.861111111,0.72,11.2056,1035.34,11.0446
2006/1/8 16:00,1.194444444,-1.227777778,0.71,9.982,1035.49,7.6958
2006/1/8 17:00,-1.138888889,-2.922222222,0.82,9.9015,1035.65,5.1198
2006/1/8 18:00,-1.183333333,-4.488888889,0.82,9.9015,1035.84,9.2253
2006/1/8 19:00,-2.061111111,-4.911111111,0.88,9.9015,1036.17,7.3577
2006/1/8 20:00,-2.222222222,-5.25,0.88,9.8049,1036.36,7.7602
2006/1/8 21:00,-2.755555556,-5.261111111,0.86,15.6492,1036.45,6.1985
2006/1/8 22:00,-2.316666667,-2.316666667,0.88,14.7959,1036.59,3.3005
2006/1/8 23:00,-3.866666667,-3.866666667,0.92,9.8049,1036.45,3.0912
2006/1/9 0:00,-4.933333333,-7.811111111,0.96,9.8049,1036.26,6.2951
2006/1/9 1:00,-1.277777778,-1.277777778,0.81,9.982,1033.7,3.542
2006/1/9 2:00,-4.488888889,-4.488888889,0.95,6.118,1035.96,3.2039
2006/1/9 3:00,-4.555555556,-7.344444444,0.92,7.9695,1035.86,6.2307
2006/1/9 4:00,-5.094444444,-5.094444444,0.96,6.4883,1035.65,3.4132
2006/1/9 5:00,-5.138888889,-5.138888889,0.92,6.118,1035.28,4.6207
2006/1/9 6:00,-6.205555556,-10.38888889,0.92,7.9695,1035.28,9.0643
2006/1/9 7:00,-6.044444444,-6.044444444,0.92,6.6976,1035.63,3.3649
2006/1/9 8:00,-5.138888889,-8.766666667,0.92,6.1985,1035.76,8.05
2006/1/9 9:00,-2.883333333,-2.883333333,0.85,8.05,1035.76,1.5295
2006/1/9 10:00,-1.205555556,-1.205555556,0.76,8.05,1035.7,4.0411
2006/1/9 11:00,0.05,0.05,0.69,9.982,1035.64,4.4919
2006/1/9 12:00,1.211111111,-1.683333333,0.64,9.982,1035.04,9.3541
2006/1/9 13:00,2.25,-0.305555556,0.51,9.982,1034.14,8.8067
2006/1/9 14:00,2.294444444,0.027777778,0.45,9.982,1033.84,7.8246
2006/1/9 15:00,2.294444444,0.072222222,0.59,9.982,1033.65,7.6797
2006/1/9 16:00,1.25,-0.883333333,0.62,9.982,1033.62,6.8586
2006/1/9 17:00,-0.072222222,-0.072222222,0.69,9.982,1033.55,3.1717
2006/1/9 18:00,-1.155555556,-1.155555556,0.81,9.982,1033.74,2.9946
2006/1/9 19:00,-1.222222222,-3.905555556,0.87,9.982,1033.81,7.2611
2006/1/9 20:00,-1.222222222,-1.222222222,0.88,9.982,1033.58,0.1288
2006/1/9 21:00,-0.688888889,-0.688888889,0.84,9.982,1033.47,3.3166
2006/1/9 22:00,-1.111111111,-1.111111111,0.83,9.982,1033.64,4.7817
2006/1/9 23:00,-1.277777778,-3.444444444,0.82,9.982,1033.55,5.9248
2006/1/10 0:00,-1.205555556,-1.205555556,0.85,9.982,1033.17,3.0751
2006/1/10 1:00,-2.872222222,-2.872222222,0.9,4.6046,1032.74,3.0912
2006/1/10 2:00,-1.155555556,-1.155555556,0.85,9.982,1033.05,3.4615
2006/1/10 3:00,-1.155555556,-1.155555556,0.85,9.982,1032.85,3.0751
2006/1/10 4:00,-1.577777778,-1.577777778,0.87,9.6278,1032.73,3.1234
2006/1/10 5:00,-1.155555556,-1.155555556,0.88,11.2056,1032.44,2.9302
2006/1/10 6:00,-1.177777778,-2.916666667,0.88,8.05,1032.55,5.0232
2006/1/10 7:00,-1.211111111,-1.211111111,0.89,6.2951,1033.13,3.2039
2006/1/10 8:00,-1.177777778,-1.177777778,0.88,5.0393,1033.36,3.0751
2006/1/10 9:00,-1.105555556,-1.105555556,0.88,5.0393,1033.65,4.5241
2006/1/10 10:00,0.016666667,0.016666667,0.83,6.4078,1033.92,1.932
2006/1/10 11:00,1.188888889,1.188888889,0.74,6.2951,1033.54,4.6529
2006/1/10 12:00,2.25,2.25,0.69,7.2128,1033.03,3.4293
2006/1/10 13:00,2.761111111,2.761111111,0.62,9.982,1032.83,3.5742
2006/1/10 14:00,2.927777778,0.772222222,0.6,9.982,0,7.8085
2006/1/10 15:00,2.877777778,2.877777778,0.61,9.982,0,4.6046
2006/1/10 16:00,1.338888889,1.338888889,0.68,9.982,1032.04,4.4597
2006/1/10 17:00,0.05,-1.527777778,0.81,8.1305,1032.23,5.0232
2006/1/10 18:00,-1.038888889,-1.038888889,0.8,7.1323,1032.24,3.6708
2006/1/10 19:00,-1.288888889,-1.288888889,0.82,7.1162,1032.48,3.381
2006/1/10 20:00,-1.5,-1.5,0.85,7.2128,1032.81,3.3166
2006/1/10 21:00,-1.75,-1.75,0.88,7.084,1033.04,3.3649
2006/1/10 22:00,-2.322222222,-2.322222222,0.9,6.0858,1033.06,3.3005
2006/1/10 23:00,-2.816666667,-2.816666667,0.92,4.991,1032.94,3.3649
2006/1/11 0:00,-2.888888889,-2.888888889,0.92,4.0733,1032.65,3.3166
2006/1/11 1:00,-1.45,-3.166666667,0.95,2.6565,1033.21,4.8944
2006/1/11 2:00,-4,-4,0.92,2.0769,1032.34,3.3327
2006/1/11 3:00,-4.505555556,-4.505555556,0.95,0.8372,1032.24,3.2683
2006/1/11 4:00,-4.761111111,-4.761111111,0.96,1.8515,1032.24,3.0912
2006/1/11 5:00,-3.938888889,-3.938888889,0.92,4.0089,1032.02,4.5563
2006/1/11 6:00,-2.916666667,-2.916666667,0.92,3.9767,1031.93,4.5241
2006/1/11 7:00,-2.905555556,-2.905555556,0.92,3.7674,1032.24,3.4454
2006/1/11 8:00,-2.494444444,-2.494444444,0.96,3.9284,1032.33,4.5724
2006/1/11 9:00,-2.377777778,-2.377777778,0.96,3.9284,1032.73,3.2361
2006/1/11 10:00,-1.077777778,-1.077777778,0.89,4.0089,1032.96,4.6368
2006/1/11 11:00,-1.016666667,-1.016666667,0.91,4.5241,1032.9,4.6368
2006/1/11 12:00,0.138888889,-1.366666667,0.81,4.991,1032.38,4.9105
2006/1/11 13:00,1.066666667,-1.75,0.8,4.4597,1032.03,8.9677
2006/1/11 14:00,1.205555556,-1.655555556,0.78,4.9266,1031.69,9.2092
2006/1/11 15:00,1.205555556,-1.655555556,0.78,4.9266,1031.49,9.2253
2006/1/11 16:00,0.161111111,-1.455555556,0.85,4.0733,1031.97,5.1359
2006/1/11 17:00,-0.461111111,-0.461111111,0.88,4.4436,1032,3.22
2006/1/11 18:00,-0.022222222,-0.022222222,0.85,4.4275,1032.1,4.7012
2006/1/11 19:00,-0.066666667,-0.066666667,0.87,3.7835,1032.44,4.7817
2006/1/11 20:00,-1.038888889,-4.366666667,0.92,3.9606,1032.21,9.3863
2006/1/11 21:00,-0.555555556,-2.711111111,0.92,2.576,1032.52,6.1663
2006/1/11 22:00,-0.972222222,-3.188888889,0.93,3.8479,1032.9,6.1502
2006/1/11 23:00,-1.061111111,-1.061111111,0.96,3.9606,1033.02,3.5581
2006/1/12 0:00,-1.572222222,-1.572222222,0.96,3.9606,1033.01,3.1717
2006/1/12 1:00,-0.555555556,-0.555555556,0.92,3.1073,1036.52,2.7531
2006/1/12 2:00,-1.572222222,-1.572222222,0.96,1.9159,1033.52,3.1878
2006/1/12 3:00,-1.061111111,-1.061111111,0.92,1.5778,1033.51,3.1556
2006/1/12 4:00,-0.988888889,-3.116666667,0.92,2.3023,1033.55,5.9248
2006/1/12 5:00,-1.111111111,-1.111111111,0.88,3.8801,1033.52,3.3005
2006/1/12 6:00,-1.061111111,-1.061111111,0.88,3.8801,1033.62,4.669
2006/1/12 7:00,-1.088888889,-4.266666667,0.89,5.0393,1034.16,8.8389
2006/1/12 8:00,-1.061111111,-1.061111111,0.88,5.8765,1034.52,3.22
2006/1/12 9:00,-1.038888889,-1.038888889,0.92,5.8765,1034.72,4.83
2006/1/12 10:00,0.038888889,-2.433333333,0.86,6.7459,1035.08,7.2772
2006/1/12 11:00,0.072222222,0.072222222,0.85,5.8926,1034.93,4.7656
2006/1/12 12:00,0.138888889,-2.805555556,0.85,4.83,1034.91,8.8389
2006/1/12 13:00,1.172222222,-1.161111111,0.84,5.0715,1034.8,7.406
2006/1/12 14:00,1.183333333,-1.2,0.78,4.8461,1034.72,7.567
2006/1/12 15:00,1.183333333,1.183333333,0.78,4.8461,1034.92,2.7853
2006/1/12 16:00,0.188888889,0.188888889,0.84,5.0876,1035.1,4.1055
2006/1/12 17:00,-0.094444444,-0.094444444,0.92,4.3953,1035.33,1.4168
2006/1/12 18:00,-0.072222222,-0.072222222,0.86,3.9284,1035.54,4.0894
2006/1/12 19:00,-0.038888889,-0.038888889,0.86,4.2987,1035.92,0.5152
2006/1/12 20:00,-0.094444444,-0.094444444,0.92,3.9284,1036.18,1.127
2006/1/12 21:00,-0.577777778,-0.577777778,0.92,1.932,1036.45,3.22
2006/1/12 22:00,-0.611111111,-0.611111111,0.93,2.3828,1036.49,3.1878
2006/1/12 23:00,-0.577777778,-4.305555556,0.92,2.4955,1036.67,11.27
2006/1/13 0:00,-0.577777778,-0.577777778,0.92,2.9463,1037.15,3.2844
2006/1/13 1:00,-0.677777778,-2.683333333,0.96,3.6547,1036.79,5.7638
2006/1/13 2:00,-0.577777778,-0.577777778,0.92,2.9463,1037.35,3.5098
2006/1/13 3:00,-0.577777778,-2.9,0.92,2.9463,1037.27,6.5849
2006/1/13 4:00,-1.038888889,-3.394444444,0.96,3.4132,1037.21,6.4883
2006/1/13 5:00,-1.083333333,-1.083333333,0.92,2.9463,1037.35,4.6851
2006/1/13 6:00,-1.083333333,-3.861111111,0.92,2.9463,1037.35,7.5992
2006/1/13 7:00,-1.055555556,-1.055555556,0.92,2.8819,1037.77,3.2361
2006/1/13 8:00,-1.105555556,-3.9,0.92,1.5617,1038.16,7.6475
2006/1/13 9:00,-1.083333333,-3.866666667,0.99,0.644,1038.27,7.6153
2006/1/13 10:00,-0.816666667,-0.816666667,0.97,1.5778,1038.51,3.3971
2006/1/13 11:00,0.05,-2.588888889,0.91,1.5939,1038.54,7.7763
2006/1/13 12:00,0.072222222,-2.527777778,0.91,1.9159,1038.24,7.6475
2006/1/13 13:00,0.25,-2.294444444,0.88,3.1073,1037.84,7.5831
2006/1/13 14:00,0.094444444,-2.611111111,0.91,2.5438,1037.46,8.0017
2006/1/13 15:00,0.094444444,-3.111111111,0.91,1.771,1037.45,9.7083
2006/1/13 16:00,0.138888889,-2.55,0.89,2.3345,1037.49,7.9856
2006/1/13 17:00,0.05,-2.583333333,0.92,2.9785,1037.55,7.7441
2006/1/13 18:00,0.05,-1.533333333,0.92,1.9159,1037.26,5.0393
2006/1/13 19:00,0.022222222,-2.544444444,0.92,2.9463,1037.35,7.5509
2006/1/13 20:00,-0.022222222,-3.183333333,0.92,2.9785,1037.15,9.4829
2006/1/13 21:00,-0.022222222,-2.261111111,0.92,2.9785,1036.86,6.5849
2006/1/13 22:00,-0.061111111,-0.061111111,0.92,3.1395,1036.9,3.7674
2006/1/13 23:00,-0.072222222,-2.327777778,0.92,3.8801,1037.05,6.6332
2006/1/14 0:00,-0.116666667,-2.388888889,0.92,2.9463,1036.66,6.6332
2006/1/14 1:00,-3.605555556,-5.85,0.92,3.6386,1037.76,5.3613
2006/1/14 2:00,-0.65,-2.883333333,0.96,3.3971,1036.48,6.3112
2006/1/14 3:00,-0.65,-2.822222222,0.92,3.4132,1036.37,6.1663
2006/1/14 4:00,-0.605555556,-0.605555556,0.93,3.3649,1036.26,3.2361
2006/1/14 5:00,-0.65,-0.65,0.96,3.3971,1036.06,3.3488
2006/1/14 6:00,-0.65,-0.65,0.92,3.3971,1036.06,3.2844
2006/1/14 7:00,-0.172222222,-0.172222222,0.87,2.9785,1036.43,4.2021
2006/1/14 8:00,-0.144444444,-3.261111111,0.86,4.3148,1036.86,9.2414
2006/1/14 9:00,-0.166666667,-2.738888889,0.86,4.7656,1037.07,7.4543
2006/1/14 10:00,-0.15,-2.966666667,0.87,6.8264,1037.32,8.2271
2006/1/14 11:00,-0.138888889,-2.811111111,0.86,5.8443,1037.55,7.7763
2006/1/14 12:00,-0.094444444,-2.75,0.85,5.8604,1036.96,7.7602
2006/1/14 13:00,-0.088888889,-2.438888889,0.86,5.957,1036.84,6.8586
2006/1/14 14:00,-0.138888889,-3.183333333,0.83,5.8765,1036.66,8.9838
2006/1/14 15:00,-0.138888889,-3.255555556,0.83,7.728,1036.95,9.2414
2006/1/14 16:00,-0.122222222,-2.672222222,0.82,7.5509,1037.03,7.4221
